id,origin_time,latitude,longitude,magnitude,evaluation_mode,Easting,Northing,ges_magnitude,WellName,StageNumber,depth,event_index
2883,2024-02-26 03:50:07.230079,38.49371615941893,-112.90091052286498,2.987881,automatic,334223.3251,4262308.193,1.93,3I,6.0,2.6743030999,eq02883
2387,2024-02-23 03:14:38.422052,38.500603813005704,-112.90522346497097,2.641753,manual,333862.9931,4263080.333,2.1,1l,26.0,3.1132150999999997,eq02387
